RAJ2000,DEJ2000,sf,Plate,MJD,Fib,logHeII/Hb,log[NII]/Ha,Class,BPT,SN,WR,WRcl,Sloan
h:m:s,d:m:s, , , , ,[-],[-], , , , , ,
-----------,------------,-,----,-----,---,-----,-----,-------------,-------------,----,------,-,-----
14 42 40.42,+13 14 52.90, ,2749,54241,247,-0.69,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 24 46.08,+13 15 51.58, ,2530,53881,569,-0.66,0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 14 39.21,+13 16 28.22, ,2420,54086,530,-0.38,-0.49,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
11 07 16.49,+13 18 29.51, ,1751,53377,90,-0.26,-1.02,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
01 52 20.99,+13 18 33.85, ,429,51820,39,     ,     ,             ,             ,    ,Non-WR, ,Sloan
12 37 33.59,+13 19 06.52, ,1616,53169,453,-0.68,-1.01,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
01 51 42.73,+13 20 03.35, ,429,51820,40,-0.6,-0.68,AGN          ,AGN          ,OKSN,WR    ,3,Sloan
13 19 13.94,+13 20 30.87, ,1773,53112,47,-0.9,0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 08 32.48,+13 20 32.90, ,2524,54568,38,-0.69,-0.65,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 17 12.84,+13 21 26.50, ,2438,54056,127,-0.71,0,             ,             ,    ,Non-WR, ,Sloan
16 17 37.99,+13 21 31.34, ,2530,53881,326,-0.52,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 27 09.29,+13 22 22.99, ,2425,54139,267,-0.51,0,             ,             ,    ,Non-WR, ,Sloan
10 09 00.09,+13 22 54.49, ,1745,53061,385,-0.71,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 13 07.78,+13 23 32.20, ,1752,53379,129,-0.21,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 07 40.85,+13 24 33.41, ,1611,53147,608,-0.63,-0.22,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
16 34 04.81,+13 25 17.24, ,2204,53877,491,-0.22,-1.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 38 50.82,+13 25 23.12, ,2517,54567,313,-0.45,0,             ,             ,    ,Non-WR, ,Sloan
07 53 39.41,+13 26 02.05, ,2264,53682,226,-0.6,0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 19 43.14,+13 26 59.95, ,1614,53120,327,-0.84,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 51 21.94,+13 27 02.15, ,2430,53815,461,-0.56,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 54 29.05,+13 27 57.30, ,1777,53857,76,-0.59,-0.53,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 18 00.36,+13 28 37.58, ,1752,53379,11,-0.57,-0.23,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 04 27.85,+13 29 30.79, ,2268,53682,278,-0.69,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 56 25.24,+13 32 25.92, ,1610,53144,447,-0.43,0.11,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
23 01 23.59,+13 33 14.79,F,742,52263,179,-2.06,-1.68,SF           ,SF           ,OKSN,Non-WR,0,Sloan
15 45 26.29,+13 33 51.21, ,2517,54567,79,-0.89,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 07 09.88,+13 34 19.11, ,2524,54568,64,-0.85,-0.3,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 17 06.46,+13 34 59.45, ,2270,53714,28,-0.66,0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 05 43.19,+13 38 17.57, ,1611,53147,565,-0.51,-0.39,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 25 19.74,+13 38 40.49, ,2578,54093,321,-0.55,0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 43 02.41,+13 38 42.14, ,426,51882,74,-0.89,0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 30 29.88,+13 39 12.05, ,1708,53503,620,-0.98,-0.28,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
07 59 44.64,+13 39 45.76, ,2264,53682,79,-0.79,0,             ,             ,    ,Non-WR, ,Sloan
22 22 10.47,+13 41 14.66, ,737,52518,424,-0.46,-0.39,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 26 24.85,+13 42 06.43, ,745,52258,5,-0.82,-0.8,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
07 54 18.62,+13 42 10.71, ,2264,53682,184,-0.55,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 00 33.42,+13 43 07.99,F,1763,53463,94,-2.05,-1.08,SF           ,SF           ,OKSN,WR    ,2,Sloan
13 58 20.45,+13 43 45.96, ,1778,53883,119,-0.69,-0.48,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 47 59.79,+13 44 33.79, ,419,51879,8,-0.59,-0.04,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 46 36.10,+13 44 34.66, ,1777,53857,237,-0.53,-0.49,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 56 07.80,+13 44 43.65, ,1750,53358,168,-0.63,-1.13,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
11 31 01.11,+13 45 39.63, ,1754,53385,133,-0.82,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 46 53.99,+13 46 45.77,F,1749,53357,499,-2.23,-1.8,SF           ,SF           ,OKSN,Non-WR, ,Sloan
14 50 15.38,+13 52 24.06, ,2749,54241,32,-0.21,-0.49,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
09 38 01.64,+13 53 17.07,F,2580,54092,470,-1.18,-0.43,SF           ,SF           ,OKSN,Non-WR, ,Sloan
13 15 58.14,+13 54 14.56, ,1773,53112,226,-0.65,-1.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 31 14.68,+13 54 36.32, ,417,51821,87,-0.63,-0.9,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 47 42.36,+13 54 39.97, ,2749,54241,113,-0.74,0,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 51 18.28,+13 54 48.09, ,420,51871,248,-0.68,-1,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
16 06 27.54,+13 55 47.88,F,2524,54568,146,-1.99,-1.28,SF           ,SF           ,OKSN,Non-WR,0,Sloan
01 47 07.04,+13 56 29.29,F,429,51820,495,-1.95,-1.52,SF           ,SF           ,OKSN,Non-WR, ,Sloan
16 22 01.24,+13 57 37.90, ,2202,53566,203,-0.6,-0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 26 58.84,+13 58 51.96, ,738,52521,349,-0.5,0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 05 17.27,+13 59 04.28, ,2586,54169,200,-0.42,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 38 31.12,+14 00 29.78,F,1893,53239,476,-2.16,-2.22,SF           ,SF           ,OKSN,Non-WR, ,Sloan
10 37 34.22,+14 01 20.56, ,1748,53112,483,-0.61,-0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 18 56.27,+14 03 19.05, ,2766,54242,19,-0.62,-0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 42 16.87,+14 03 59.75, ,1761,53376,293,-0.37,-0.04,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
00 24 25.95,+14 04 10.65,F,753,52233,94,-1.98,-1.36,SF           ,SF           ,OKSN,WR    ,3,Sloan
23 23 28.01,+14 05 30.26, ,745,52258,162,-0.76,-0.16,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 45 04.49,+14 06 06.16, ,1777,53857,357,-0.52,0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 50 20.87,+14 07 04.66, ,2582,54139,543,-0.73,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 07 12.03,+14 08 45.00, ,422,51878,229,-0.72,-1.26,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
08 43 23.53,+14 09 10.36, ,2429,53799,268,-0.52,0.54,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 32 35.35,+14 11 29.83,F,1754,53385,151,-2.19,-1.48,SF           ,SF           ,OKSN,WR    ,2,Sloan
01 52 19.34,+14 12 06.57, ,429,51820,627,-0.66,-0.73,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 08 54.70,+14 12 23.63, ,1751,53377,554,-0.65,0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 58 25.16,+14 12 46.78, ,1771,53498,185,-0.41,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 38 58.90,+14 12 53.26, ,1755,53386,108,-0.78,0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 10 22.96,+14 13 00.97, ,2588,54174,309,     ,     ,             ,             ,    ,Non-WR, ,Sloan
15 56 13.85,+14 16 00.13, ,2521,54538,217,-0.7,0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 33 25.92,+14 16 18.85, ,1755,53386,231,-0.48,0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 40 12.97,+14 16 43.23, ,2782,54592,8,-0.64,-1.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 48 46.99,+14 17 29.78, ,2430,53815,347,-0.59,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 16 22.74,+14 17 53.04, ,1766,53468,172,-0.51,-0.14,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
16 26 48.43,+14 18 38.57, ,2208,53880,46,-1.02,-0.29,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
01 26 13.32,+14 20 13.54, ,425,51898,307,-0.55,0,             ,             ,    ,Non-WR, ,Sloan
08 45 18.52,+14 20 34.17, ,2429,53799,236,-0.7,-0.48,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
07 53 28.28,+14 21 40.96, ,2264,53682,421,-1.01,-0.01,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
16 26 40.93,+14 22 43.64, ,2208,53880,50,-0.68,0.02,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 46 49.45,+14 24 01.68,F,1776,53858,632,-1.75,-0.42,SF           ,SF           ,OKSN,WR    ,3,Sloan
13 11 35.66,+14 24 47.21, ,1772,53089,77,-0.55,-0.48,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 18 55.80,+14 24 54.97, ,423,51821,63,-0.65,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 52 01.04,+14 25 27.00, ,749,52226,231,-0.68,-0.37,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 39 56.49,+14 25 29.70, ,1776,53858,423,-0.55,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 29 32.66,+14 27 06.92,F,2425,54139,372,-2,-1.35,SF           ,SF           ,OKSN,Non-WR, ,Sloan
00 09 07.90,+14 27 55.92, ,752,52251,320,-0.56,-0.15,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 11 28.96,+14 28 33.83, ,1766,53468,317,-0.47,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 39 16.81,+14 28 41.79, ,1755,53386,114,-0.68,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 28 37.56,+14 30 47.95, ,2592,54178,245,-0.77,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 48 23.91,+14 33 38.44, ,2429,53799,49,-0.88,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 31 24.07,+14 35 45.86, ,2747,54233,145,-1.14,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 41 19.81,+14 36 41.18, ,1748,53112,609,-1.21,-0.59,COMP         ,COMP         ,OKSN,WR    ,1,Sloan
07 54 47.67,+14 38 05.49, ,2264,53682,420,-0.42,0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 11 18.67,+14 38 10.46, ,1765,53466,197,-0.68,0,             ,             ,    ,Non-WR, ,Sloan
14 23 48.53,+14 38 16.54,F,2746,54232,104,-2.04,-0.48,SF           ,SF           ,OKSN,WR    ,3,Sloan
14 52 13.94,+14 38 32.16, ,2750,54242,457,-0.82,-0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 44 20.10,+14 39 22.85, ,1749,53357,418,-0.99,-0.32,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
09 58 16.89,+14 39 23.75, ,2584,54153,510,-0.59,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 41 48.61,+14 39 50.01, ,1776,53858,498,-0.69,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 28 59.61,+14 41 45.14, ,1754,53385,261,-0.78,-0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 47 19.40,+14 42 12.60, ,420,51871,314,-0.67,-0.54,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 42 52.26,+14 43 02.53, ,1749,53357,332,-0.63,0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 02 05.73,+14 43 25.75, ,421,51821,157,-0.57,0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 21 56.67,+14 43 31.46, ,2590,54175,234,-0.39,-0.33,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 01 29.52,+14 45 11.63, ,2744,54272,206,0.77,-0.16,Low S/N Liner,Low S/N Liner,    ,Non-WR, ,Sloan
01 28 39.88,+14 45 53.83, ,424,51893,634,-0.79,0.04,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
01 09 17.87,+14 47 41.75, ,422,51811,483,-1.29,-0.3,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
13 42 19.02,+14 49 21.57, ,1776,53858,535,-0.79,-0.92,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 04 46.45,+14 49 39.66, ,2268,53682,327,-0.92,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 24 07.17,+14 50 06.61, ,745,52258,520,-0.62,-0.12,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
12 12 13.40,+14 50 57.92, ,1765,53466,495,-0.51,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 43 21.61,+14 51 43.16, ,2518,54243,296,-0.62,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 10 49.56,+14 52 44.34, ,1772,53089,549,-0.42,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 19 42.60,+14 54 08.22, ,1773,53112,507,-0.46,-0.63,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
07 59 26.52,+14 54 10.74, ,2264,53682,606,-0.58,-0.2,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 56 12.53,+14 54 23.92, ,430,51877,529,-1.12,-0.11,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
00 29 54.57,+14 54 28.12, ,417,51821,224,-0.45,0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 36 49.61,+14 55 35.34, ,1775,53847,561,-0.72,-0.68,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 46 07.35,+14 57 44.52, ,2763,54507,206,-0.58,0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 35 06.81,+14 58 44.66, ,2579,54068,628,-0.75,-2.36,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
23 58 34.26,+15 00 01.03, ,749,52226,638,-0.54,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
00 32 18.59,+15 00 14.17,F,418,51884,319,-1.97,-1.52,SF           ,SF           ,OKSN,WR    ,1,Sloan
08 33 50.03,+15 01 22.97, ,2427,53815,384,-0.76,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 50 02.73,+15 01 23.48,F,1761,53376,636,-2.23,-1.59,SF           ,SF           ,OKSN,WR    ,3,Sloan
00 41 27.24,+15 02 58.46, ,419,51879,392,-0.59,-0.18,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 28 20.48,+15 03 32.64, ,1768,53442,386,-0.95,-0.3,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 38 06.53,+15 03 56.12, ,1775,53847,610,-0.41,0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 24 35.36,+15 04 09.96, ,2440,53818,593,-0.73,-0.53,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 16 11.53,+15 04 37.42, ,2766,54242,72,-0.72,-0.44,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 10 16.00,+15 05 15.91, ,422,51878,518,-0.69,-0.03,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
13 39 18.33,+15 06 19.07, ,1776,53858,361,-0.57,-2.38,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
01 16 20.28,+15 07 05.11, ,423,51821,491,-0.56,-0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 31 54.67,+15 07 36.48,F,1768,53442,476,-1.82,-0.68,SF           ,SF           ,OKSN,WR    ,3,Sloan
14 07 16.80,+15 09 59.66, ,2744,54272,3,-1.33,-0.27,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
10 04 38.83,+15 10 57.41, ,2586,54169,405,-1.06,-0.52,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 04 47.53,+15 14 20.25, ,2524,54568,510,-0.65,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 06 29.30,+15 14 49.49, ,421,51821,638,-0.57,-0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 31 22.63,+15 15 13.18, ,1754,53385,485,-0.89,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 49 32.68,+15 15 19.13, ,2749,54241,602,-0.6,-0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 07 58.21,+15 16 08.61, ,2197,53555,43,-0.68,0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 52 26.30,+15 17 27.57, ,1762,53415,496,-0.62,-0.38,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 55 53.64,+15 20 27.52, ,2483,53852,43,-0.8,-0.31,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 40 10.25,+15 20 54.80, ,426,51882,575,-1.01,-0.28,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
12 44 49.59,+15 22 15.82, ,1769,53502,623,-0.55,-0.11,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
16 18 03.94,+15 22 39.27, ,2201,53904,141,-0.48,-1.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
07 59 40.12,+15 23 12.54, ,2266,53679,422,-0.65,0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 57 45.50,+15 23 50.65, ,2584,54153,442,-0.8,-0.87,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 12 31.06,+15 23 58.18, ,2745,54231,152,-0.69,0,             ,             ,    ,Non-WR, ,Sloan
15 15 12.26,+15 24 12.39, ,2766,54242,517,-0.79,-0.17,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
00 34 34.11,+15 26 09.43, ,418,51884,384,-0.57,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 41 33.78,+15 26 40.85, ,1761,53376,342,-0.92,-1.43,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
08 59 10.89,+15 27 29.92, ,2431,53818,32,-0.4,0,             ,             ,    ,Non-WR, ,Sloan
12 17 32.80,+15 28 44.71, ,1766,53468,517,-0.66,-0.65,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 32 20.87,+15 29 16.25, ,746,52238,611,-0.46,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 42 38.48,+15 29 34.75, ,1769,53502,592,-0.87,-0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 42 52.56,+15 32 46.76, ,419,51879,422,-0.5,-0.11,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
01 26 55.83,+15 33 57.92, ,424,51893,568,-0.36,-0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 32 21.39,+15 34 21.64, ,2276,53712,245,-0.49,0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 26 25.43,+15 36 37.90, ,2746,54232,633,-0.39,-0.42,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 13 47.28,+15 36 40.03, ,2766,54242,466,-0.9,-0.43,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
14 44 31.62,+15 36 43.25, ,2762,54533,5,-0.96,-0.45,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 41 00.15,+15 36 56.21, ,2762,54533,135,-0.61,0,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 50 32.51,+15 38 06.31,F,2483,53852,254,-1.79,-1.76,SF           ,SF           ,OKSN,Non-WR, ,Sloan
09 56 42.49,+15 38 11.34,F,2583,54095,62,-2.02,-0.91,SF           ,SF           ,OKSN,WR    ,3,Sloan
11 34 43.24,+15 38 48.05, ,1755,53386,326,-0.71,0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 05 35.29,+15 39 07.41, ,1764,53467,442,-0.65,-0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 10 59.30,+15 42 23.53,F,2588,54174,369,-1.92,-1.7,SF           ,SF           ,OKSN,Non-WR, ,Sloan
00 09 53.09,+15 44 04.80,F,752,52251,340,-1.35,-1.67,SF           ,SF           ,OKSN,Non-WR, ,Sloan
11 01 08.37,+15 44 07.70, ,2487,53852,220,-0.68,-0.01,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 04 19.21,+15 45 08.26, ,2487,53852,46,-0.71,0,             ,             ,    ,WR    ,1,Sloan
11 00 36.48,+15 45 24.83, ,2487,53852,218,-0.74,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 15 58.91,+15 47 02.22, ,2588,54174,542,-0.45,-0.57,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 58 00.23,+15 47 22.13, ,2584,54153,532,-0.96,-0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 22 27.87,+15 47 30.77, ,2272,53713,489,-0.7,-0.32,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 36 40.19,+15 52 29.72, ,2276,53712,101,-0.79,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 29 55.54,+15 52 42.20, ,2747,54233,459,-0.66,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 11 26.95,+15 53 29.62, ,752,52251,380,-0.53,-0.16,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
10 43 47.98,+15 53 42.54, ,2480,53851,238,-0.93,-0.11,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
11 12 03.48,+15 54 20.23, ,2491,53855,76,-0.63,0,             ,             ,    ,Non-WR, ,Sloan
00 07 03.60,+15 54 23.78, ,751,52251,577,-0.66,-0.37,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 31 08.59,+15 54 28.18, ,2782,54592,335,-0.53,0.34,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 34 24.28,+15 55 10.17, ,2274,53726,626,-0.99,-0.43,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 45 51.47,+15 55 47.73, ,419,51868,533,-1.17,-0.55,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
15 01 18.33,+15 56 23.01, ,2765,54535,394,-0.49,-0.45,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 36 42.85,+15 58 56.42, ,2207,53558,20,-0.59,-1.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 39 50.39,+15 59 28.21, ,2607,54184,178,-1.15,-0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 24 12.51,+16 00 12.14, ,1767,53436,448,-0.86,-0.28,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 47 50.08,+16 04 00.24, ,2583,54095,318,-1.06,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 46 14.99,+16 05 45.18, ,2763,54507,224,-1.14,-0.07,COMP         ,COMP         ,OKSN,WR    ,1,Sloan
08 42 30.79,+16 06 18.62, ,2278,53711,43,-0.83,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 11 26.93,+16 06 34.14, ,2596,54207,211,-0.55,-0.03,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 35 04.25,+16 06 53.18, ,2762,54533,311,-0.62,0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 25 05.31,+16 07 01.63, ,1767,53436,528,-0.79,-0.41,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 48 50.09,+16 08 03.16, ,2763,54507,151,-0.92,-1.04,AGN          ,SF           ,OKSN,WR    ,1,Sloan
00 24 55.45,+16 08 14.99, ,753,52233,534,-0.57,-0.47,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 10 17.83,+16 09 32.81, ,2587,54138,219,-0.59,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 19 25.51,+16 10 32.92, ,2201,53904,512,-0.55,-0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 11 00.90,+16 10 52.00, ,2200,53875,14,-0.82,-0.58,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 49 46.11,+16 11 28.99, ,2512,53877,300,-0.57,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 42 01.10,+16 12 41.58, ,2278,53711,55,-0.55,0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 58 57.40,+16 14 52.10, ,2743,54259,581,-0.81,-0.69,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 48 51.69,+16 19 27.57, ,2742,54233,141,-0.85,-0.4,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
15 00 53.71,+16 21 34.30, ,2765,54535,333,-0.91,-0.33,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 33 28.11,+16 22 51.14, ,2594,54177,326,-0.81,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 59 58.33,+16 23 23.92, ,2585,54097,197,-0.72,-0.8,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 29 19.37,+16 23 28.49, ,2499,54176,95,-0.99,-0.28,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 02 58.83,+16 24 27.77, ,2603,54479,259,-0.96,-0.6,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 03 00.20,+16 24 43.85, ,2595,54207,125,-0.62,-1.08,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
12 19 50.75,+16 25 41.04, ,2597,54231,211,-0.73,0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 14 12.06,+16 26 39.97, ,2596,54207,94,-0.2,0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
